area_name,area_code,date,new_cases,total_cases
Bexley,E09000004,2021-03-26,15,22156
Brent,E09000005,2021-03-26,20,28214
Bromley,E09000006,2021-03-26,5,24227
Camden,E09000007,2021-03-26,6,13942
Croydon,E09000008,2021-03-26,14,30651
Ealing,E09000009,2021-03-26,26,30649
Enfield,E09000010,2021-03-26,11,29555
Greenwich,E09000011,2021-03-26,13,22171
Hackney and City of London,E09000012,2021-03-26,9,21543
Hammersmith and Fulham,E09000013,2021-03-26,13,12869
Haringey,E09000014,2021-03-26,18,20666
Harrow,E09000015,2021-03-26,23,20453
Havering,E09000016,2021-03-26,15,26747
Hillingdon,E09000017,2021-03-26,18,26053
Hounslow,E09000018,2021-03-26,17,24379
Islington,E09000019,2021-03-26,10,14872
Kensington and Chelsea,E09000020,2021-03-26,14,8864
Kingston upon Thames,E09000021,2021-03-26,7,12073
Lambeth,E09000022,2021-03-26,8,24160
Lewisham,E09000023,2021-03-26,9,21553
Merton,E09000024,2021-03-26,6,16056
Newham,E09000025,2021-03-26,15,35102
Redbridge,E09000026,2021-03-26,20,32500
Richmond upon Thames,E09000027,2021-03-26,8,10709
Southwark,E09000028,2021-03-26,6,22342
Sutton,E09000029,2021-03-26,10,15817
Tower Hamlets,E09000030,2021-03-26,15,28633
Waltham Forest,E09000031,2021-03-26,8,24721
Wandsworth,E09000032,2021-03-26,23,22031
Westminster,E09000033,2021-03-26,12,13970
Barking and Dagenham,E09000002,2021-03-27,9,23321
Barnet,E09000003,2021-03-27,14,30061
Bexley,E09000004,2021-03-27,12,22168
Brent,E09000005,2021-03-27,13,28227
Bromley,E09000006,2021-03-27,3,24230
Camden,E09000007,2021-03-27,7,13949
Croydon,E09000008,2021-03-27,12,30663
Ealing,E09000009,2021-03-27,23,30672
Enfield,E09000010,2021-03-27,8,29563
Greenwich,E09000011,2021-03-27,6,22177
Hackney and City of London,E09000012,2021-03-27,7,21550
Hammersmith and Fulham,E09000013,2021-03-27,2,12871
Haringey,E09000014,2021-03-27,13,20679
Harrow,E09000015,2021-03-27,9,20462
Havering,E09000016,2021-03-27,7,26754
Hillingdon,E09000017,2021-03-27,16,26069
Hounslow,E09000018,2021-03-27,12,24391
Islington,E09000019,2021-03-27,5,14877
Kensington and Chelsea,E09000020,2021-03-27,6,8870
Kingston upon Thames,E09000021,2021-03-27,7,12080
Lambeth,E09000022,2021-03-27,5,24165
Lewisham,E09000023,2021-03-27,4,21557
Merton,E09000024,2021-03-27,9,16065
Newham,E09000025,2021-03-27,22,35124
Redbridge,E09000026,2021-03-27,20,32520
Richmond upon Thames,E09000027,2021-03-27,6,10715
Southwark,E09000028,2021-03-27,4,22346
Sutton,E09000029,2021-03-27,2,15819
Tower Hamlets,E09000030,2021-03-27,14,28647
Waltham Forest,E09000031,2021-03-27,9,24730
Wandsworth,E09000032,2021-03-27,8,22039
Westminster,E09000033,2021-03-27,6,13976
Barking and Dagenham,E09000002,2021-03-28,23,23344
Barnet,E09000003,2021-03-28,18,30079
Bexley,E09000004,2021-03-28,27,22195
Brent,E09000005,2021-03-28,7,28234
Bromley,E09000006,2021-03-28,14,24244
Camden,E09000007,2021-03-28,7,13956
Croydon,E09000008,2021-03-28,5,30668
Ealing,E09000009,2021-03-28,28,30700
Enfield,E09000010,2021-03-28,14,29577
Greenwich,E09000011,2021-03-28,13,22190
Hackney and City of London,E09000012,2021-03-28,5,21555
Hammersmith and Fulham,E09000013,2021-03-28,14,12885
Haringey,E09000014,2021-03-28,10,20689
Harrow,E09000015,2021-03-28,16,20478
Havering,E09000016,2021-03-28,10,26764
Hillingdon,E09000017,2021-03-28,20,26089
Hounslow,E09000018,2021-03-28,16,24407
Islington,E09000019,2021-03-28,13,14890
Kensington and Chelsea,E09000020,2021-03-28,11,8881
Kingston upon Thames,E09000021,2021-03-28,14,12094
Lambeth,E09000022,2021-03-28,11,24176
Lewisham,E09000023,2021-03-28,18,21575
Merton,E09000024,2021-03-28,13,16078
Newham,E09000025,2021-03-28,21,35145
Redbridge,E09000026,2021-03-28,18,32538
Richmond upon Thames,E09000027,2021-03-28,15,10730
Southwark,E09000028,2021-03-28,16,22362
Sutton,E09000029,2021-03-28,17,15836
Tower Hamlets,E09000030,2021-03-28,16,28663
Waltham Forest,E09000031,2021-03-28,15,24745
Wandsworth,E09000032,2021-03-28,20,22059
Westminster,E09000033,2021-03-28,5,13981
Barking and Dagenham,E09000002,2021-03-29,8,23352
Barnet,E09000003,2021-03-29,27,30106
Bexley,E09000004,2021-03-29,13,22208
Brent,E09000005,2021-03-29,23,28257
Bromley,E09000006,2021-03-29,9,24253
Camden,E09000007,2021-03-29,5,13961
Croydon,E09000008,2021-03-29,16,30684
Ealing,E09000009,2021-03-29,18,30718
Enfield,E09000010,2021-03-29,5,29582
Greenwich,E09000011,2021-03-29,14,22204
Hackney and City of London,E09000012,2021-03-29,9,21564
Hammersmith and Fulham,E09000013,2021-03-29,8,12893
Haringey,E09000014,2021-03-29,15,20704
Harrow,E09000015,2021-03-29,24,20502
Havering,E09000016,2021-03-29,12,26776
Hillingdon,E09000017,2021-03-29,15,26104
Hounslow,E09000018,2021-03-29,24,24431
Islington,E09000019,2021-03-29,7,14897
Kensington and Chelsea,E09000020,2021-03-29,7,8888
Kingston upon Thames,E09000021,2021-03-29,7,12101
Lambeth,E09000022,2021-03-29,9,24185
Lewisham,E09000023,2021-03-29,7,21582
Merton,E09000024,2021-03-29,12,16090
Newham,E09000025,2021-03-29,11,35156
Redbridge,E09000026,2021-03-29,13,32551
Richmond upon Thames,E09000027,2021-03-29,5,10735
Southwark,E09000028,2021-03-29,12,22374
Sutton,E09000029,2021-03-29,7,15843
Tower Hamlets,E09000030,2021-03-29,22,28685
Waltham Forest,E09000031,2021-03-29,11,24756
Wandsworth,E09000032,2021-03-29,11,22070
Westminster,E09000033,2021-03-29,12,13993
Barking and Dagenham,E09000002,2021-03-30,8,23360
Barnet,E09000003,2021-03-30,15,30121
Bexley,E09000004,2021-03-30,17,22225
Brent,E09000005,2021-03-30,11,28268
Bromley,E09000006,2021-03-30,7,24260
Camden,E09000007,2021-03-30,5,13966
Croydon,E09000008,2021-03-30,7,30691
Ealing,E09000009,2021-03-30,26,30744
Enfield,E09000010,2021-03-30,14,29596
Greenwich,E09000011,2021-03-30,9,22213
Hackney and City of London,E09000012,2021-03-30,3,21567
Hammersmith and Fulham,E09000013,2021-03-30,8,12901
Haringey,E09000014,2021-03-30,11,20715
Harrow,E09000015,2021-03-30,10,20512
Havering,E09000016,2021-03-30,8,26784
Hillingdon,E09000017,2021-03-30,24,26128
Hounslow,E09000018,2021-03-30,11,24442
Islington,E09000019,2021-03-30,13,14910
Kensington and Chelsea,E09000020,2021-03-30,14,8902
Kingston upon Thames,E09000021,2021-03-30,10,12111
Lambeth,E09000022,2021-03-30,12,24197
Lewisham,E09000023,2021-03-30,9,21591
Merton,E09000024,2021-03-30,8,16098
Newham,E09000025,2021-03-30,19,35175
Redbridge,E09000026,2021-03-30,17,32568
Richmond upon Thames,E09000027,2021-03-30,12,10747
Southwark,E09000028,2021-03-30,4,22378
Sutton,E09000029,2021-03-30,2,15845
Tower Hamlets,E09000030,2021-03-30,13,28698
Waltham Forest,E09000031,2021-03-30,10,24766
Wandsworth,E09000032,2021-03-30,15,22085
Westminster,E09000033,2021-03-30,4,13997
Barking and Dagenham,E09000002,2021-03-31,7,23367
Barnet,E09000003,2021-03-31,12,30133
Bexley,E09000004,2021-03-31,19,22244
Brent,E09000005,2021-03-31,13,28281
Bromley,E09000006,2021-03-31,7,24267
Camden,E09000007,2021-03-31,6,13972
Croydon,E09000008,2021-03-31,6,30697
Ealing,E09000009,2021-03-31,19,30763
Enfield,E09000010,2021-03-31,5,29601
Greenwich,E09000011,2021-03-31,9,22222
Hackney and City of London,E09000012,2021-03-31,6,21573
Hammersmith and Fulham,E09000013,2021-03-31,3,12904
Haringey,E09000014,2021-03-31,5,20720
Harrow,E09000015,2021-03-31,14,20526
Havering,E09000016,2021-03-31,6,26790
Hillingdon,E09000017,2021-03-31,19,26147
Hounslow,E09000018,2021-03-31,15,24457
Islington,E09000019,2021-03-31,2,14912
Kensington and Chelsea,E09000020,2021-03-31,9,8911
Kingston upon Thames,E09000021,2021-03-31,8,12119
Lambeth,E09000022,2021-03-31,6,24203
Lewisham,E09000023,2021-03-31,3,21594
Merton,E09000024,2021-03-31,8,16106
Newham,E09000025,2021-03-31,12,35187
Redbridge,E09000026,2021-03-31,13,32581
Richmond upon Thames,E09000027,2021-03-31,9,10756
Southwark,E09000028,2021-03-31,3,22381
Sutton,E09000029,2021-03-31,9,15854
Tower Hamlets,E09000030,2021-03-31,10,28708
Waltham Forest,E09000031,2021-03-31,16,24782
Wandsworth,E09000032,2021-03-31,14,22099
Westminster,E09000033,2021-03-31,9,14006
Barking and Dagenham,E09000002,2021-04-01,14,23381
Barnet,E09000003,2021-04-01,15,30148
Bexley,E09000004,2021-04-01,14,22258
Brent,E09000005,2021-04-01,18,28299
Bromley,E09000006,2021-04-01,9,24276
Camden,E09000007,2021-04-01,6,13978
Croydon,E09000008,2021-04-01,4,30701
Ealing,E09000009,2021-04-01,15,30778
Enfield,E09000010,2021-04-01,9,29610
Greenwich,E09000011,2021-04-01,12,22234
Hackney and City of London,E09000012,2021-04-01,5,21578
Hammersmith and Fulham,E09000013,2021-04-01,7,12911
Haringey,E09000014,2021-04-01,3,20723
Harrow,E09000015,2021-04-01,16,20542
Havering,E09000016,2021-04-01,10,26800
Hillingdon,E09000017,2021-04-01,22,26169
Hounslow,E09000018,2021-04-01,16,24473
Islington,E09000019,2021-04-01,3,14915
Kensington and Chelsea,E09000020,2021-04-01,9,8920
Kingston upon Thames,E09000021,2021-04-01,8,12127
Lambeth,E09000022,2021-04-01,11,24214
Lewisham,E09000023,2021-04-01,3,21597
Merton,E09000024,2021-04-01,8,16114
Newham,E09000025,2021-04-01,18,35205
Redbridge,E09000026,2021-04-01,14,32595
Richmond upon Thames,E09000027,2021-04-01,5,10761
Southwark,E09000028,2021-04-01,9,22390
Sutton,E09000029,2021-04-01,4,15858
Tower Hamlets,E09000030,2021-04-01,16,28724
Waltham Forest,E09000031,2021-04-01,11,24793
Wandsworth,E09000032,2021-04-01,13,22112
Westminster,E09000033,2021-04-01,10,14016
Barking and Dagenham,E09000002,2021-04-02,14,23395
Barnet,E09000003,2021-04-02,17,30165
Bexley,E09000004,2021-04-02,8,22266
Brent,E09000005,2021-04-02,4,28303
Bromley,E09000006,2021-04-02,5,24281
Camden,E09000007,2021-04-02,12,13990
Croydon,E09000008,2021-04-02,7,30708
Ealing,E09000009,2021-04-02,14,30792
Enfield,E09000010,2021-04-02,8,29618
Greenwich,E09000011,2021-04-02,5,22239
Hackney and City of London,E09000012,2021-04-02,8,21586
Hammersmith and Fulham,E09000013,2021-04-02,7,12918
Haringey,E09000014,2021-04-02,7,20730
Harrow,E09000015,2021-04-02,6,20548
Havering,E09000016,2021-04-02,11,26811
Hillingdon,E09000017,2021-04-02,10,26179
Hounslow,E09000018,2021-04-02,10,24483
Islington,E09000019,2021-04-02,6,14921
Kensington and Chelsea,E09000020,2021-04-02,7,8927
Kingston upon Thames,E09000021,2021-04-02,7,12134
Lambeth,E09000022,2021-04-02,3,24217
Lewisham,E09000023,2021-04-02,6,21603
Merton,E09000024,2021-04-02,2,16116
Newham,E09000025,2021-04-02,12,35217
Redbridge,E09000026,2021-04-02,6,32601
Richmond upon Thames,E09000027,2021-04-02,2,10763
Southwark,E09000028,2021-04-02,2,22392
Sutton,E09000029,2021-04-02,2,15860
Tower Hamlets,E09000030,2021-04-02,11,28735
Waltham Forest,E09000031,2021-04-02,7,24800
Wandsworth,E09000032,2021-04-02,15,22127
Westminster,E09000033,2021-04-02,9,14025
Barking and Dagenham,E09000002,2021-04-03,4,23399
Barnet,E09000003,2021-04-03,13,30178
Bexley,E09000004,2021-04-03,12,22278
Brent,E09000005,2021-04-03,9,28312
Bromley,E09000006,2021-04-03,3,24284
Camden,E09000007,2021-04-03,5,13995
Croydon,E09000008,2021-04-03,8,30716
Ealing,E09000009,2021-04-03,11,30803
Enfield,E09000010,2021-04-03,12,29630
Greenwich,E09000011,2021-04-03,3,22242
Hackney and City of London,E09000012,2021-04-03,9,21595
Hammersmith and Fulham,E09000013,2021-04-03,2,12920
Haringey,E09000014,2021-04-03,5,20735
Harrow,E09000015,2021-04-03,7,20555
Havering,E09000016,2021-04-03,6,26817
Hillingdon,E09000017,2021-04-03,21,26200
Hounslow,E09000018,2021-04-03,14,24497
Islington,E09000019,2021-04-03,7,14928
Kensington and Chelsea,E09000020,2021-04-03,1,8928
Kingston upon Thames,E09000021,2021-04-03,6,12140
Lambeth,E09000022,2021-04-03,2,24219
Lewisham,E09000023,2021-04-03,0,21603
Merton,E09000024,2021-04-03,4,16120
Newham,E09000025,2021-04-03,16,35233
Redbridge,E09000026,2021-04-03,14,32615
Richmond upon Thames,E09000027,2021-04-03,11,10774
Southwark,E09000028,2021-04-03,3,22395
Sutton,E09000029,2021-04-03,4,15864
Tower Hamlets,E09000030,2021-04-03,7,28742
Waltham Forest,E09000031,2021-04-03,3,24803
Wandsworth,E09000032,2021-04-03,10,22137
Westminster,E09000033,2021-04-03,10,14035
Barking and Dagenham,E09000002,2021-04-04,8,23407
Barnet,E09000003,2021-04-04,7,30185
Bexley,E09000004,2021-04-04,4,22282
Brent,E09000005,2021-04-04,4,28316
Bromley,E09000006,2021-04-04,7,24291
Camden,E09000007,2021-04-04,1,13996
Croydon,E09000008,2021-04-04,7,30723
Ealing,E09000009,2021-04-04,6,30809
Enfield,E09000010,2021-04-04,4,29634
Greenwich,E09000011,2021-04-04,5,22247
Hackney and City of London,E09000012,2021-04-04,8,21603
Hammersmith and Fulham,E09000013,2021-04-04,1,12921
Haringey,E09000014,2021-04-04,4,20739
Harrow,E09000015,2021-04-04,11,20566
Havering,E09000016,2021-04-04,2,26819
Hillingdon,E09000017,2021-04-04,21,26221
Hounslow,E09000018,2021-04-04,12,24509
Islington,E09000019,2021-04-04,5,14933
Kensington and Chelsea,E09000020,2021-04-04,8,8936
Kingston upon Thames,E09000021,2021-04-04,7,12147
Lambeth,E09000022,2021-04-04,4,24223
Lewisham,E09000023,2021-04-04,7,21610
Merton,E09000024,2021-04-04,3,16123
Newham,E09000025,2021-04-04,10,35243
Redbridge,E09000026,2021-04-04,15,32630
Richmond upon Thames,E09000027,2021-04-04,7,10781
Southwark,E09000028,2021-04-04,2,22397
Sutton,E09000029,2021-04-04,4,15868
Tower Hamlets,E09000030,2021-04-04,10,28752
Waltham Forest,E09000031,2021-04-04,4,24807
Wandsworth,E09000032,2021-04-04,6,22143
Westminster,E09000033,2021-04-04,8,14043
Barking and Dagenham,E09000002,2021-04-05,10,23417
Barnet,E09000003,2021-04-05,16,30201
Bexley,E09000004,2021-04-05,3,22285
Brent,E09000005,2021-04-05,11,28327
Bromley,E09000006,2021-04-05,3,24294
Camden,E09000007,2021-04-05,3,13999
Croydon,E09000008,2021-04-05,4,30727
Ealing,E09000009,2021-04-05,19,30828
Enfield,E09000010,2021-04-05,6,29640
Greenwich,E09000011,2021-04-05,4,22251
Hackney and City of London,E09000012,2021-04-05,4,21607
Hammersmith and Fulham,E09000013,2021-04-05,4,12925
Haringey,E09000014,2021-04-05,3,20742
Harrow,E09000015,2021-04-05,10,20576
Havering,E09000016,2021-04-05,9,26828
Hillingdon,E09000017,2021-04-05,14,26235
Hounslow,E09000018,2021-04-05,17,24526
Islington,E09000019,2021-04-05,7,14940
Kensington and Chelsea,E09000020,2021-04-05,7,8943
Kingston upon Thames,E09000021,2021-04-05,4,12151
Lambeth,E09000022,2021-04-05,2,24225
Lewisham,E09000023,2021-04-05,4,21614
Merton,E09000024,2021-04-05,4,16127
Newham,E09000025,2021-04-05,10,35253
Redbridge,E09000026,2021-04-05,12,32642
Richmond upon Thames,E09000027,2021-04-05,6,10787
Southwark,E09000028,2021-04-05,7,22404
Sutton,E09000029,2021-04-05,7,15875
Tower Hamlets,E09000030,2021-04-05,10,28762
Waltham Forest,E09000031,2021-04-05,4,24811
Wandsworth,E09000032,2021-04-05,11,22154
Westminster,E09000033,2021-04-05,9,14052
Barking and Dagenham,E09000002,2021-04-06,12,23429
Barnet,E09000003,2021-04-06,13,30214
Bexley,E09000004,2021-04-06,8,22293
Brent,E09000005,2021-04-06,20,28347
Bromley,E09000006,2021-04-06,9,24303
Camden,E09000007,2021-04-06,6,14005
Croydon,E09000008,2021-04-06,10,30737
Ealing,E09000009,2021-04-06,16,30844
Enfield,E09000010,2021-04-06,7,29647
Greenwich,E09000011,2021-04-06,4,22255
Hackney and City of London,E09000012,2021-04-06,10,21617
Hammersmith and Fulham,E09000013,2021-04-06,5,12930
Haringey,E09000014,2021-04-06,5,20747
Harrow,E09000015,2021-04-06,15,20591
Havering,E09000016,2021-04-06,6,26834
Hillingdon,E09000017,2021-04-06,25,26260
Hounslow,E09000018,2021-04-06,27,24553
Islington,E09000019,2021-04-06,8,14948
Kensington and Chelsea,E09000020,2021-04-06,7,8950
Kingston upon Thames,E09000021,2021-04-06,8,12159
Lambeth,E09000022,2021-04-06,2,24227
Lewisham,E09000023,2021-04-06,6,21620
Merton,E09000024,2021-04-06,9,16136
Newham,E09000025,2021-04-06,24,35277
Redbridge,E09000026,2021-04-06,17,32659
Richmond upon Thames,E09000027,2021-04-06,9,10796
Southwark,E09000028,2021-04-06,2,22406
Sutton,E09000029,2021-04-06,3,15878
Tower Hamlets,E09000030,2021-04-06,10,28772
Waltham Forest,E09000031,2021-04-06,8,24819
Wandsworth,E09000032,2021-04-06,13,22167
Westminster,E09000033,2021-04-06,8,14060
Barking and Dagenham,E09000002,2021-04-07,9,23438
Barnet,E09000003,2021-04-07,21,30235
Bexley,E09000004,2021-04-07,8,22301
Brent,E09000005,2021-04-07,11,28358
Bromley,E09000006,2021-04-07,6,24309
Camden,E09000007,2021-04-07,7,14012
Croydon,E09000008,2021-04-07,12,30749
Ealing,E09000009,2021-04-07,25,30869
Enfield,E09000010,2021-04-07,6,29653
Greenwich,E09000011,2021-04-07,3,22258
Hackney and City of London,E09000012,2021-04-07,18,21635
Hammersmith and Fulham,E09000013,2021-04-07,5,12935
Haringey,E09000014,2021-04-07,2,20749
Harrow,E09000015,2021-04-07,13,20604
Havering,E09000016,2021-04-07,6,26840
Hillingdon,E09000017,2021-04-07,23,26283
Hounslow,E09000018,2021-04-07,5,24558
Islington,E09000019,2021-04-07,7,14955
Kensington and Chelsea,E09000020,2021-04-07,7,8957
Kingston upon Thames,E09000021,2021-04-07,13,12172
Lambeth,E09000022,2021-04-07,12,24239
Lewisham,E09000023,2021-04-07,10,21630
Merton,E09000024,2021-04-07,6,16142
Newham,E09000025,2021-04-07,19,35296
Redbridge,E09000026,2021-04-07,15,32674
Richmond upon Thames,E09000027,2021-04-07,5,10801
Southwark,E09000028,2021-04-07,9,22415
Sutton,E09000029,2021-04-07,3,15881
Tower Hamlets,E09000030,2021-04-07,13,28785
Waltham Forest,E09000031,2021-04-07,11,24830
Wandsworth,E09000032,2021-04-07,11,22178
Westminster,E09000033,2021-04-07,16,14076
Barking and Dagenham,E09000002,2021-04-08,10,23448
Barnet,E09000003,2021-04-08,17,30252
Bexley,E09000004,2021-04-08,4,22305
Brent,E09000005,2021-04-08,18,28376
Bromley,E09000006,2021-04-08,3,24312
Camden,E09000007,2021-04-08,7,14019
Croydon,E09000008,2021-04-08,10,30759
Ealing,E09000009,2021-04-08,17,30886
Enfield,E09000010,2021-04-08,9,29662
Greenwich,E09000011,2021-04-08,10,22268
Hackney and City of London,E09000012,2021-04-08,12,21647
Hammersmith and Fulham,E09000013,2021-04-08,10,12945
Haringey,E09000014,2021-04-08,2,20751
Harrow,E09000015,2021-04-08,14,20618
Havering,E09000016,2021-04-08,7,26847
Hillingdon,E09000017,2021-04-08,15,26298
Hounslow,E09000018,2021-04-08,24,24582
Islington,E09000019,2021-04-08,6,14961
Kensington and Chelsea,E09000020,2021-04-08,5,8962
Kingston upon Thames,E09000021,2021-04-08,3,12175
Lambeth,E09000022,2021-04-08,8,24247
Lewisham,E09000023,2021-04-08,5,21635
Merton,E09000024,2021-04-08,8,16150
Newham,E09000025,2021-04-08,17,35313
Redbridge,E09000026,2021-04-08,8,32682
Richmond upon Thames,E09000027,2021-04-08,6,10807
Southwark,E09000028,2021-04-08,4,22419
Sutton,E09000029,2021-04-08,3,15884
Tower Hamlets,E09000030,2021-04-08,16,28801
Waltham Forest,E09000031,2021-04-08,11,24841
Wandsworth,E09000032,2021-04-08,10,22188
Westminster,E09000033,2021-04-08,12,14088
Barking and Dagenham,E09000002,2021-04-09,11,23459
Barnet,E09000003,2021-04-09,20,30272
Bexley,E09000004,2021-04-09,4,22309
Brent,E09000005,2021-04-09,13,28389
Bromley,E09000006,2021-04-09,2,24314
Camden,E09000007,2021-04-09,11,14030
Croydon,E09000008,2021-04-09,12,30771
Ealing,E09000009,2021-04-09,17,30903
Enfield,E09000010,2021-04-09,8,29670
Greenwich,E09000011,2021-04-09,4,22272
Hackney and City of London,E09000012,2021-04-09,12,21659
Hammersmith and Fulham,E09000013,2021-04-09,4,12949
Haringey,E09000014,2021-04-09,8,20759
Harrow,E09000015,2021-04-09,37,20655
Havering,E09000016,2021-04-09,8,26855
Hillingdon,E09000017,2021-04-09,18,26316
Hounslow,E09000018,2021-04-09,13,24595
Islington,E09000019,2021-04-09,6,14967
Kensington and Chelsea,E09000020,2021-04-09,7,8969
Kingston upon Thames,E09000021,2021-04-09,5,12180
Lambeth,E09000022,2021-04-09,7,24254
Lewisham,E09000023,2021-04-09,3,21638
Merton,E09000024,2021-04-09,9,16159
Newham,E09000025,2021-04-09,27,35340
Redbridge,E09000026,2021-04-09,21,32703
Richmond upon Thames,E09000027,2021-04-09,3,10810
Southwark,E09000028,2021-04-09,5,22424
Sutton,E09000029,2021-04-09,2,15886
Tower Hamlets,E09000030,2021-04-09,19,28820
Waltham Forest,E09000031,2021-04-09,11,24852
Wandsworth,E09000032,2021-04-09,9,22197
Westminster,E09000033,2021-04-09,14,14102
Barking and Dagenham,E09000002,2021-04-10,8,23467
Barnet,E09000003,2021-04-10,17,30289
Bexley,E09000004,2021-04-10,9,22318
Brent,E09000005,2021-04-10,12,28401
Bromley,E09000006,2021-04-10,4,24318
Camden,E09000007,2021-04-10,5,14035
Croydon,E09000008,2021-04-10,7,30778
Ealing,E09000009,2021-04-10,9,30912
Enfield,E09000010,2021-04-10,5,29675
Greenwich,E09000011,2021-04-10,6,22278
Hackney and City of London,E09000012,2021-04-10,7,21666
Hammersmith and Fulham,E09000013,2021-04-10,6,12955
Haringey,E09000014,2021-04-10,3,20762
Harrow,E09000015,2021-04-10,8,20663
Havering,E09000016,2021-04-10,4,26859
Hillingdon,E09000017,2021-04-10,17,26333
Hounslow,E09000018,2021-04-10,17,24612
Islington,E09000019,2021-04-10,6,14973
Kensington and Chelsea,E09000020,2021-04-10,4,8973
Kingston upon Thames,E09000021,2021-04-10,14,12194
Lambeth,E09000022,2021-04-10,7,24261
Lewisham,E09000023,2021-04-10,5,21643
Merton,E09000024,2021-04-10,7,16166
Newham,E09000025,2021-04-10,13,35353
Redbridge,E09000026,2021-04-10,15,32718
Richmond upon Thames,E09000027,2021-04-10,6,10816
Southwark,E09000028,2021-04-10,3,22427
Sutton,E09000029,2021-04-10,6,15892
Tower Hamlets,E09000030,2021-04-10,8,28828
Waltham Forest,E09000031,2021-04-10,6,24858
Wandsworth,E09000032,2021-04-10,20,22217
Westminster,E09000033,2021-04-10,10,14112
Barking and Dagenham,E09000002,2021-04-11,8,23475
Barnet,E09000003,2021-04-11,15,30304
Bexley,E09000004,2021-04-11,5,22323
Brent,E09000005,2021-04-11,10,28411
Bromley,E09000006,2021-04-11,2,24320
Camden,E09000007,2021-04-11,7,14042
Croydon,E09000008,2021-04-11,3,30781
Ealing,E09000009,2021-04-11,18,30930
Enfield,E09000010,2021-04-11,10,29685
Greenwich,E09000011,2021-04-11,7,22285
Hackney and City of London,E09000012,2021-04-11,13,21679
Hammersmith and Fulham,E09000013,2021-04-11,9,12964
Haringey,E09000014,2021-04-11,4,20766
Harrow,E09000015,2021-04-11,11,20674
Havering,E09000016,2021-04-11,5,26864
Hillingdon,E09000017,2021-04-11,17,26350
Hounslow,E09000018,2021-04-11,5,24617
Islington,E09000019,2021-04-11,7,14980
Kensington and Chelsea,E09000020,2021-04-11,9,8982
Kingston upon Thames,E09000021,2021-04-11,9,12203
Lambeth,E09000022,2021-04-11,8,24269
Lewisham,E09000023,2021-04-11,2,21645
Merton,E09000024,2021-04-11,12,16178
Newham,E09000025,2021-04-11,20,35373
Redbridge,E09000026,2021-04-11,16,32734
Richmond upon Thames,E09000027,2021-04-11,8,10824
Southwark,E09000028,2021-04-11,9,22436
Sutton,E09000029,2021-04-11,3,15895
Tower Hamlets,E09000030,2021-04-11,17,28845
Waltham Forest,E09000031,2021-04-11,3,24861
Wandsworth,E09000032,2021-04-11,10,22227
Westminster,E09000033,2021-04-11,11,14123
Barking and Dagenham,E09000002,2021-04-12,7,23482
Barnet,E09000003,2021-04-12,22,30326
Bexley,E09000004,2021-04-12,5,22328
Brent,E09000005,2021-04-12,15,28426
Bromley,E09000006,2021-04-12,5,24325
Camden,E09000007,2021-04-12,6,14048
Croydon,E09000008,2021-04-12,5,30786
Ealing,E09000009,2021-04-12,24,30954
Enfield,E09000010,2021-04-12,9,29694
Greenwich,E09000011,2021-04-12,9,22294
Hackney and City of London,E09000012,2021-04-12,8,21687
Hammersmith and Fulham,E09000013,2021-04-12,10,12974
Haringey,E09000014,2021-04-12,10,20776
Harrow,E09000015,2021-04-12,4,20678
Havering,E09000016,2021-04-12,9,26873
Hillingdon,E09000017,2021-04-12,24,26374
Hounslow,E09000018,2021-04-12,19,24636
Islington,E09000019,2021-04-12,8,14988
Kensington and Chelsea,E09000020,2021-04-12,9,8991
Kingston upon Thames,E09000021,2021-04-12,3,12206
Lambeth,E09000022,2021-04-12,8,24277
Lewisham,E09000023,2021-04-12,2,21647
Merton,E09000024,2021-04-12,4,16182
Newham,E09000025,2021-04-12,21,35394
Redbridge,E09000026,2021-04-12,19,32753
Richmond upon Thames,E09000027,2021-04-12,8,10832
Southwark,E09000028,2021-04-12,6,22442
Sutton,E09000029,2021-04-12,6,15901
Tower Hamlets,E09000030,2021-04-12,7,28852
Waltham Forest,E09000031,2021-04-12,15,24876
Wandsworth,E09000032,2021-04-12,13,22240
Westminster,E09000033,2021-04-12,7,14130
Barking and Dagenham,E09000002,2021-04-13,5,23487
Barnet,E09000003,2021-04-13,22,30348
Bexley,E09000004,2021-04-13,5,22333
Brent,E09000005,2021-04-13,12,28438
Bromley,E09000006,2021-04-13,6,24331
Camden,E09000007,2021-04-13,5,14053
Croydon,E09000008,2021-04-13,7,30793
Ealing,E09000009,2021-04-13,7,30961
Enfield,E09000010,2021-04-13,6,29700
Greenwich,E09000011,2021-04-13,8,22302
Hackney and City of London,E09000012,2021-04-13,7,21694
Hammersmith and Fulham,E09000013,2021-04-13,5,12979
Haringey,E09000014,2021-04-13,4,20780
Harrow,E09000015,2021-04-13,13,20691
Havering,E09000016,2021-04-13,4,26877
Hillingdon,E09000017,2021-04-13,19,26393
Hounslow,E09000018,2021-04-13,15,24651
Islington,E09000019,2021-04-13,4,14992
Kensington and Chelsea,E09000020,2021-04-13,8,8999
Kingston upon Thames,E09000021,2021-04-13,4,12210
Lambeth,E09000022,2021-04-13,9,24286
Lewisham,E09000023,2021-04-13,4,21651
Merton,E09000024,2021-04-13,6,16188
Newham,E09000025,2021-04-13,20,35414
Redbridge,E09000026,2021-04-13,14,32767
